Subject	Predicate	Object
Chuanhuang Qingre capsule	belongTo	drug
Chuanhuang Qingre capsule	source	hudongbaike
Chuanhuang Qingre capsule	source	WikiPedia
Chuanhuang Qingre capsule	mold	Capsule
Insect repellent pill	source	hudongbaike
Insect repellent pill	source	WikiPedia
Insect repellent pill	belongTo	drug
Hydroxymethylnicotinylmethylamide Capsules 	source	WikiPedia
Hydroxymethylnicotinylmethylamide Capsules 	source	hudongbaike
Hydroxymethylnicotinylmethylamide Capsules 	belongTo	drug
Yili cold clear tablet	source	hudongbaike
Yili cold clear tablet	belongTo	drug
Yili cold clear tablet	source	WikiPedia
Feeling pill	belongTo	drug
Feeling pill	source	hudongbaike
Feeling pill	source	WikiPedia
Weitaiping capsule	belongTo	drug
Weitaiping capsule	source	hudongbaike
Weitaiping capsule	source	WikiPedia
Yang Shen Wan	belongTo	drug
Yang Shen Wan	source	hudongbaike
Yang Shen Wan	source	WikiPedia
Diclofenac Sodium Sustained Release Tablets	source	hudongbaike
Diclofenac Sodium Sustained Release Tablets	belongTo	drug
Diclofenac Sodium Sustained Release Tablets	source	WikiPedia
Fat big brand fat sea lozenge	source	hudongbaike
Fat big brand fat sea lozenge	source	WikiPedia
Fat big brand fat sea lozenge	belongTo	drug
Nisoldipine soft capsule	source	hudongbaike
Nisoldipine soft capsule	source	WikiPedia
Nisoldipine soft capsule	belongTo	drug
Linyuanqi Acanthopanax tablet	source	WikiPedia
Linyuanqi Acanthopanax tablet	source	hudongbaike
Linyuanqi Acanthopanax tablet	belongTo	drug
Jingju cold tablet	source	WikiPedia
Jingju cold tablet	belongTo	drug
Jingju cold tablet	source	hudongbaike
Maxing Shigan pill	source	WikiPedia
Maxing Shigan pill	source	hudongbaike
Maxing Shigan pill	belongTo	drug
Levamisole Hydrochloride Suppositories 	belongTo	drug
Levamisole Hydrochloride Suppositories 	source	hudongbaike
Levamisole Hydrochloride Suppositories 	source	WikiPedia
Birth of Ruyi pill	source	WikiPedia
Birth of Ruyi pill	belongTo	drug
Birth of Ruyi pill	source	hudongbaike
Lidan Bawei powder	belongTo	drug
Lidan Bawei powder	source	hudongbaike
Lidan Bawei powder	source	WikiPedia
Dragon teeth soul clearing powder	source	hudongbaike
Dragon teeth soul clearing powder	belongTo	drug
Dragon teeth soul clearing powder	source	WikiPedia
Reconciliant	belongTo	drug
Reconciliant	source	hudongbaike
Reconciliant	source	WikiPedia
Leric pregabalin capsule	belongTo	drug
Leric pregabalin capsule	source	hudongbaike
Leric pregabalin capsule	mold	Capsule
Leric pregabalin capsule	source	WikiPedia
Essential mineral elements of plants	belongTo	drug
Essential mineral elements of plants	source	WikiPedia
Essential mineral elements of plants	source	hudongbaike
Ping Jing Tong Sheng San	source	hudongbaike
Ping Jing Tong Sheng San	belongTo	drug
Ping Jing Tong Sheng San	source	WikiPedia
Compound Smilax granules	source	WikiPedia
Compound Smilax granules	belongTo	drug
Compound Smilax granules	source	hudongbaike
Qianlieshule pill	source	hudongbaike
Qianlieshule pill	belongTo	drug
Qianlieshule pill	source	WikiPedia
Guanxintai pill	belongTo	drug
Guanxintai pill	source	WikiPedia
Guanxintai pill	source	hudongbaike
Gu Jing Ye Ming San	source	hudongbaike
Gu Jing Ye Ming San	belongTo	drug
Gu Jing Ye Ming San	source	WikiPedia
Seven dimensional taurine oral liquid	source	hudongbaike
Seven dimensional taurine oral liquid	prescription drugs	Over-the-counter drugs
Seven dimensional taurine oral liquid	belongTo	drug
Seven dimensional taurine oral liquid	dosage	Oral administration
Seven dimensional taurine oral liquid	source	WikiPedia
Rupi Sanjie tablet	source	WikiPedia
Rupi Sanjie tablet	belongTo	drug
Rupi Sanjie tablet	source	hudongbaike
Kangsong Wuji ointment	source	hudongbaike
Kangsong Wuji ointment	source	WikiPedia
Kangsong Wuji ointment	belongTo	drug
Thirty five flavor deep fragrance pill	source	WikiPedia
Thirty five flavor deep fragrance pill	source	hudongbaike
Thirty five flavor deep fragrance pill	belongTo	drug
Honeysuckle pharynx refreshing mouthwash	source	WikiPedia
Honeysuckle pharynx refreshing mouthwash	belongTo	drug
Honeysuckle pharynx refreshing mouthwash	source	hudongbaike
Banlan Daqing granules	belongTo	drug
Banlan Daqing granules	source	WikiPedia
Banlan Daqing granules	source	hudongbaike
Gu Tong Xiao Tie	source	WikiPedia
Gu Tong Xiao Tie	belongTo	drug
Gu Tong Xiao Tie	source	hudongbaike
Cold spray	source	WikiPedia
Cold spray	belongTo	drug
Cold spray	source	hudongbaike
Danggui Tiaojing Pian	belongTo	drug
Danggui Tiaojing Pian	source	hudongbaike
Danggui Tiaojing Pian	source	WikiPedia
Fu Fuchun	source	hudongbaike
Fu Fuchun	source	WikiPedia
Fu Fuchun	belongTo	drug
Tan Chuan tablet	source	WikiPedia
Tan Chuan tablet	belongTo	drug
Tan Chuan tablet	source	hudongbaike
Alum gypsum	belongTo	drug
Alum gypsum	source	hudongbaike
Alum gypsum	source	WikiPedia
Banxia Decoction powder	belongTo	drug
Banxia Decoction powder	source	hudongbaike
Banxia Decoction powder	source	WikiPedia
Tumor pain relieving paste	source	WikiPedia
Tumor pain relieving paste	belongTo	drug
Tumor pain relieving paste	source	hudongbaike
Chang'e Jiali pill	prescription drugs	Over-the-counter drugs
Chang'e Jiali pill	mold	Capsule
Chang'e Jiali pill	source	WikiPedia
Chang'e Jiali pill	source	hudongbaike
Chang'e Jiali pill	belongTo	drug
Hepatitis B blood vaccine	source	WikiPedia
Hepatitis B blood vaccine	source	hudongbaike
Hepatitis B blood vaccine	belongTo	drug
Amino acid injection	belongTo	drug
Amino acid injection	source	WikiPedia
Amino acid injection	source	hudongbaike
Xiaolin Baidu pill	belongTo	drug
Xiaolin Baidu pill	source	hudongbaike
Xiaolin Baidu pill	source	WikiPedia
Radix officinalis mixture	belongTo	drug
Radix officinalis mixture	source	WikiPedia
Radix officinalis mixture	source	hudongbaike
Compound pollen Shugan oral liquid	source	hudongbaike
Compound pollen Shugan oral liquid	belongTo	drug
Compound pollen Shugan oral liquid	source	WikiPedia
Zedoary turmeric powder	source	WikiPedia
Zedoary turmeric powder	source	hudongbaike
Zedoary turmeric powder	belongTo	drug
Dysenterin tablets	source	hudongbaike
Dysenterin tablets	belongTo	drug
Dysenterin tablets	source	WikiPedia
Supernatant Dan	source	hudongbaike
Supernatant Dan	source	WikiPedia
Supernatant Dan	belongTo	drug
That's like Bawei pill	source	hudongbaike
That's like Bawei pill	belongTo	drug
That's like Bawei pill	source	WikiPedia
Fangzhou cantharis capsule	source	WikiPedia
Fangzhou cantharis capsule	belongTo	drug
Fangzhou cantharis capsule	source	hudongbaike
Jiali Jieyin liquid	belongTo	drug
Jiali Jieyin liquid	source	hudongbaike
Jiali Jieyin liquid	source	WikiPedia
Huo Xin Wan	source	WikiPedia
Huo Xin Wan	source	hudongbaike
Huo Xin Wan	belongTo	drug
Baochi golden pill	source	hudongbaike
Baochi golden pill	source	WikiPedia
Baochi golden pill	belongTo	drug
Thiamine	belongTo	drug
Thiamine	source	hudongbaike
Thiamine	source	WikiPedia
Pepper Lizhong Wan	source	hudongbaike
Pepper Lizhong Wan	source	WikiPedia
Pepper Lizhong Wan	belongTo	drug
Diazoxide Injection 	source	WikiPedia
Diazoxide Injection 	source	hudongbaike
Diazoxide Injection 	belongTo	drug
Shen Lu patch	source	WikiPedia
Shen Lu patch	prescription drugs	Over-the-counter drugs
Shen Lu patch	source	hudongbaike
Shen Lu patch	belongTo	drug
Cloth ketone	source	WikiPedia
Cloth ketone	prescription drugs	Over-the-counter drugs
Cloth ketone	source	hudongbaike
Cloth ketone	belongTo	drug
Shenhu Jiedu pill	source	hudongbaike
Shenhu Jiedu pill	source	WikiPedia
Shenhu Jiedu pill	belongTo	drug
Bingmiantongmai buccal tablet	source	hudongbaike
Bingmiantongmai buccal tablet	belongTo	drug
Bingmiantongmai buccal tablet	source	WikiPedia
Dun Jin pill	source	WikiPedia
Dun Jin pill	belongTo	drug
Dun Jin pill	source	hudongbaike
Qin Lian pill	source	hudongbaike
Qin Lian pill	belongTo	drug
Qin Lian pill	source	WikiPedia
Hematoporphyrin injection	belongTo	drug
Hematoporphyrin injection	source	WikiPedia
Hematoporphyrin injection	source	hudongbaike
Iodide	belongTo	drug
Iodide	source	hudongbaike
Iodide	source	WikiPedia
Macroelement	source	WikiPedia
Macroelement	source	hudongbaike
Macroelement	belongTo	drug
Big magic effect activating collaterals pill	source	WikiPedia
Big magic effect activating collaterals pill	belongTo	drug
Big magic effect activating collaterals pill	source	hudongbaike
Sterile prostaglandin E2 solution	source	WikiPedia
Sterile prostaglandin E2 solution	source	hudongbaike
Sterile prostaglandin E2 solution	belongTo	drug
Levamisole	source	hudongbaike
Levamisole	belongTo	drug
Levamisole	source	WikiPedia
Tangerine pill	source	WikiPedia
Tangerine pill	source	hudongbaike
Tangerine pill	belongTo	drug
Bei Jin San	belongTo	drug
Bei Jin San	source	hudongbaike
Bei Jin San	source	WikiPedia
Heart-shaped powder	belongTo	drug
Heart-shaped powder	source	WikiPedia
Heart-shaped powder	source	hudongbaike
Vitiligo honey pill	source	hudongbaike
Vitiligo honey pill	belongTo	drug
Vitiligo honey pill	source	WikiPedia
Piperazine ferulate capsule	source	WikiPedia
Piperazine ferulate capsule	belongTo	drug
Piperazine ferulate capsule	source	hudongbaike
Jiang's Feier pill	source	hudongbaike
Jiang's Feier pill	belongTo	drug
Jiang's Feier pill	source	WikiPedia
Metformin hydrochloride	belongTo	drug
Metformin hydrochloride	source	WikiPedia
Metformin hydrochloride	source	hudongbaike
Guanxinsuhe soft capsule	source	hudongbaike
Guanxinsuhe soft capsule	belongTo	drug
Guanxinsuhe soft capsule	source	WikiPedia
Glimepiride dispersible tablets	source	hudongbaike
Glimepiride dispersible tablets	belongTo	drug
Glimepiride dispersible tablets	source	WikiPedia
Compound Xiling Jiedu Capsule	source	WikiPedia
Compound Xiling Jiedu Capsule	source	hudongbaike
Compound Xiling Jiedu Capsule	belongTo	drug
Tubocurarine Chloride Injection 	source	hudongbaike
Tubocurarine Chloride Injection 	belongTo	drug
Tubocurarine Chloride Injection 	source	WikiPedia
Insect chasing pill	belongTo	drug
Insect chasing pill	source	WikiPedia
Insect chasing pill	source	hudongbaike
Rosa prickly rose	belongTo	drug
Rosa prickly rose	source	hudongbaike
Rosa prickly rose	source	WikiPedia
Jingubaxiandan	dosage	Oral administration
Jingubaxiandan	belongTo	drug
Jingubaxiandan	source	WikiPedia
Jingubaxiandan	source	hudongbaike
Antel capsule	source	WikiPedia
Antel capsule	source	hudongbaike
Antel capsule	belongTo	drug
Half gold Dan	source	hudongbaike
Half gold Dan	belongTo	drug
Half gold Dan	source	WikiPedia
Qing six powder	source	WikiPedia
Qing six powder	belongTo	drug
Qing six powder	source	hudongbaike
Guishaoliujun pill	source	WikiPedia
Guishaoliujun pill	source	hudongbaike
Guishaoliujun pill	belongTo	drug
Fuke Tongjing pill	source	WikiPedia
Fuke Tongjing pill	belongTo	drug
Fuke Tongjing pill	source	hudongbaike
Ethylamine pyrazine and rifampicin tablets	source	WikiPedia
Ethylamine pyrazine and rifampicin tablets	source	hudongbaike
Ethylamine pyrazine and rifampicin tablets	belongTo	drug
Matrine	belongTo	drug
Matrine	source	hudongbaike
Matrine	source	WikiPedia
Flying dragon lethal pill	belongTo	drug
Flying dragon lethal pill	source	WikiPedia
Flying dragon lethal pill	source	hudongbaike
Methyltestosterone	source	WikiPedia
Methyltestosterone	belongTo	drug
Methyltestosterone	source	hudongbaike
Chloramphenicol palmitate	belongTo	drug
Chloramphenicol palmitate	source	hudongbaike
Chloramphenicol palmitate	source	WikiPedia
Wuweizui taming pill	belongTo	drug
Wuweizui taming pill	source	WikiPedia
Wuweizui taming pill	source	hudongbaike
Mei Jie Mian	source	WikiPedia
Mei Jie Mian	belongTo	drug
Mei Jie Mian	name	Bmeg
Mei Jie Mian	source	hudongbaike
25weihufei powder	belongTo	drug
25weihufei powder	source	WikiPedia
25weihufei powder	source	hudongbaike
Consolidating wine	source	WikiPedia
Consolidating wine	source	hudongbaike
Consolidating wine	belongTo	drug
Phenyl mercuric acetate	belongTo	drug
Phenyl mercuric acetate	source	WikiPedia
Phenyl mercuric acetate	source	hudongbaike
Clindamycin hydrochloride	source	WikiPedia
Clindamycin hydrochloride	belongTo	drug
Clindamycin hydrochloride	source	hudongbaike
Shun Qi Shi Wei San	belongTo	drug
Shun Qi Shi Wei San	source	WikiPedia
Shun Qi Shi Wei San	source	hudongbaike
Stir fried red pepper balls	belongTo	drug
Stir fried red pepper balls	source	WikiPedia
Stir fried red pepper balls	source	hudongbaike
Tonic Qiyuan wine	belongTo	drug
Tonic Qiyuan wine	source	hudongbaike
Tonic Qiyuan wine	source	WikiPedia
Renqingmu di'nea	source	WikiPedia
Renqingmu di'nea	belongTo	drug
Renqingmu di'nea	source	hudongbaike
Ligneous Coptis powder	source	hudongbaike
Ligneous Coptis powder	belongTo	drug
Ligneous Coptis powder	source	WikiPedia
Cloconazole hydrochloride	belongTo	drug
Cloconazole hydrochloride	source	WikiPedia
Cloconazole hydrochloride	source	hudongbaike
Baolingyunbao oral liquid	source	hudongbaike
Baolingyunbao oral liquid	source	WikiPedia
Baolingyunbao oral liquid	belongTo	drug
Jiuwei Shenrong capsule	belongTo	drug
Jiuwei Shenrong capsule	source	hudongbaike
Jiuwei Shenrong capsule	source	WikiPedia
Anti-aging Fuchun tablet	source	WikiPedia
Anti-aging Fuchun tablet	source	hudongbaike
Anti-aging Fuchun tablet	belongTo	drug
Ling Dan	belongTo	drug
Ling Dan	source	hudongbaike
Ling Dan	source	WikiPedia
Radix Aconiti Lateralis Preparata pill	belongTo	drug
Radix Aconiti Lateralis Preparata pill	source	hudongbaike
Radix Aconiti Lateralis Preparata pill	source	WikiPedia
Chenxiang Liqi pill	source	WikiPedia
Chenxiang Liqi pill	source	hudongbaike
Chenxiang Liqi pill	belongTo	drug
Fast muscle cream	source	hudongbaike
Fast muscle cream	source	WikiPedia
Fast muscle cream	belongTo	drug
Cometriq	source	hudongbaike
Cometriq	source	WikiPedia
Cometriq	belongTo	drug
Siwei Cixiang powder	belongTo	drug
Siwei Cixiang powder	source	WikiPedia
Siwei Cixiang powder	source	hudongbaike
Brown sugar rice bran pill	source	WikiPedia
Brown sugar rice bran pill	source	hudongbaike
Brown sugar rice bran pill	belongTo	drug
Yimusak tablet of Dayu pharmaceutical	source	hudongbaike
Yimusak tablet of Dayu pharmaceutical	source	WikiPedia
Yimusak tablet of Dayu pharmaceutical	belongTo	drug
Drop film	source	hudongbaike
Drop film	source	WikiPedia
Drop film	belongTo	drug
Bu Ning Ning	dosage	Oral administration
Bu Ning Ning	source	hudongbaike
Bu Ning Ning	belongTo	drug
Bu Ning Ning	source	WikiPedia
Bu Ning Ning	prescription drugs	Over-the-counter drugs
Light intensifier	source	hudongbaike
Light intensifier	source	WikiPedia
Light intensifier	belongTo	drug
Tianling Lianqi capsule	source	hudongbaike
Tianling Lianqi capsule	source	WikiPedia
Tianling Lianqi capsule	belongTo	drug
Hong Kong Aomei guluoling capsule	belongTo	drug
Hong Kong Aomei guluoling capsule	source	hudongbaike
Hong Kong Aomei guluoling capsule	source	WikiPedia
Baoan Zhenjing pill	source	hudongbaike
Baoan Zhenjing pill	belongTo	drug
Baoan Zhenjing pill	source	WikiPedia
Snakes	source	hudongbaike
Snakes	source	WikiPedia
Snakes	belongTo	drug
Acitretin	belongTo	drug
Acitretin	source	WikiPedia
Acitretin	source	hudongbaike
Semi sulphur pills	belongTo	drug
Semi sulphur pills	source	hudongbaike
Semi sulphur pills	source	WikiPedia
Hua Zheng Hui Sheng Pian	source	WikiPedia
Hua Zheng Hui Sheng Pian	belongTo	drug
Hua Zheng Hui Sheng Pian	source	hudongbaike
Anaer Fujie liquid	source	hudongbaike
Anaer Fujie liquid	belongTo	drug
Anaer Fujie liquid	source	WikiPedia
Fukang pill	source	hudongbaike
Fukang pill	belongTo	drug
Fukang pill	source	WikiPedia
Deer antler blood tablet	source	WikiPedia
Deer antler blood tablet	belongTo	drug
Deer antler blood tablet	source	hudongbaike
Dispersive powder	belongTo	drug
Dispersive powder	source	hudongbaike
Dispersive powder	source	WikiPedia
Compound xionghuoqiangshen capsule	source	WikiPedia
Compound xionghuoqiangshen capsule	belongTo	drug
Compound xionghuoqiangshen capsule	source	hudongbaike
Bawei SHUNQI powder	source	hudongbaike
Bawei SHUNQI powder	source	WikiPedia
Bawei SHUNQI powder	belongTo	drug
Nourishing blood and Rehmannia Pill	belongTo	drug
Nourishing blood and Rehmannia Pill	source	hudongbaike
Nourishing blood and Rehmannia Pill	source	WikiPedia
Shen Ge capsule	belongTo	drug
Shen Ge capsule	source	WikiPedia
Shen Ge capsule	source	hudongbaike
Two Chen pill	source	WikiPedia
Two Chen pill	belongTo	drug
Two Chen pill	source	hudongbaike
Two sea pills	source	hudongbaike
Two sea pills	belongTo	drug
Two sea pills	source	WikiPedia
Hua Dan Jin Dan	source	hudongbaike
Hua Dan Jin Dan	source	WikiPedia
Hua Dan Jin Dan	belongTo	drug
Sodium tanshinone sulfonate injection	source	hudongbaike
Sodium tanshinone sulfonate injection	belongTo	drug
Sodium tanshinone sulfonate injection	source	WikiPedia
Analgesic NEW	source	hudongbaike
Analgesic NEW	belongTo	drug
Analgesic NEW	source	WikiPedia
Ondansetron hydrochloride capsule	source	WikiPedia
Ondansetron hydrochloride capsule	source	hudongbaike
Ondansetron hydrochloride capsule	belongTo	drug
Qiwei Jietong oral liquid	source	WikiPedia
Qiwei Jietong oral liquid	source	hudongbaike
Qiwei Jietong oral liquid	belongTo	drug
Tianma Xuanyunning mixture	belongTo	drug
Tianma Xuanyunning mixture	source	WikiPedia
Tianma Xuanyunning mixture	source	hudongbaike
Sparfloxacin	belongTo	drug
Sparfloxacin	source	WikiPedia
Sparfloxacin	source	hudongbaike
Oyster pill	belongTo	drug
Oyster pill	source	WikiPedia
Oyster pill	source	hudongbaike
Infantile hepatitis granule	source	hudongbaike
Infantile hepatitis granule	belongTo	drug
Infantile hepatitis granule	source	WikiPedia
Sodium ferulate	belongTo	drug
Sodium ferulate	source	WikiPedia
Sodium ferulate	source	hudongbaike
Iodic acid	source	hudongbaike
Iodic acid	source	WikiPedia
Iodic acid	belongTo	drug
Technetium	source	WikiPedia
Technetium	belongTo	drug
Technetium	source	hudongbaike
New vaccine	source	WikiPedia
New vaccine	belongTo	drug
New vaccine	prescription drugs	Over-the-counter drugs
New vaccine	source	hudongbaike
Seven skin powder	belongTo	drug
Seven skin powder	source	hudongbaike
Seven skin powder	source	WikiPedia
Captopril Injection	source	hudongbaike
Captopril Injection	belongTo	drug
Captopril Injection	source	WikiPedia
Wei Kui Ning	source	WikiPedia
Wei Kui Ning	belongTo	drug
Wei Kui Ning	source	hudongbaike
Diethylamine Salicylate Ointment 	source	WikiPedia
Diethylamine Salicylate Ointment 	source	hudongbaike
Diethylamine Salicylate Ointment 	belongTo	drug
Diethylamine Salicylate Ointment 	prescription drugs	Over-the-counter drugs
Wu Zi Gan pill	source	hudongbaike
Wu Zi Gan pill	source	WikiPedia
Wu Zi Gan pill	belongTo	drug
Total parenteral nutrition	belongTo	drug
Total parenteral nutrition	name	Total parenteral nutrition
Total parenteral nutrition	source	WikiPedia
Total parenteral nutrition	source	hudongbaike
Minocycline hydrochloride injection	source	WikiPedia
Minocycline hydrochloride injection	source	hudongbaike
Minocycline hydrochloride injection	belongTo	drug
Two methylamine phenol	belongTo	drug
Two methylamine phenol	prescription drugs	Over-the-counter drugs
Two methylamine phenol	source	hudongbaike
Two methylamine phenol	source	WikiPedia
Two methylamine phenol	mold	solution
Endorphin	belongTo	drug
Endorphin	source	WikiPedia
Endorphin	source	hudongbaike
Four elements of writing	source	hudongbaike
Four elements of writing	source	WikiPedia
Four elements of writing	belongTo	drug
Snake gall and scallop soft capsule	source	hudongbaike
Snake gall and scallop soft capsule	source	WikiPedia
Snake gall and scallop soft capsule	belongTo	drug
Heat dissipation pill	source	hudongbaike
Heat dissipation pill	source	WikiPedia
Heat dissipation pill	belongTo	drug
Gastrin	mold	medicament
Gastrin	source	WikiPedia
Gastrin	source	hudongbaike
Gastrin	prescription drugs	Over-the-counter drugs
Gastrin	belongTo	drug
Mineral elements	source	WikiPedia
Mineral elements	source	hudongbaike
Mineral elements	belongTo	drug
Xiaochaihu Decoction pill	source	WikiPedia
Xiaochaihu Decoction pill	source	hudongbaike
Xiaochaihu Decoction pill	belongTo	drug
Compound Danshen aerosol	source	WikiPedia
Compound Danshen aerosol	source	hudongbaike
Compound Danshen aerosol	belongTo	drug
carbamazepine	source	hudongbaike
carbamazepine	source	WikiPedia
carbamazepine	belongTo	drug
Norfloxacin lactate injection	belongTo	drug
Norfloxacin lactate injection	source	hudongbaike
Norfloxacin lactate injection	source	WikiPedia
Black medicine SHUNQI powder	source	hudongbaike
Black medicine SHUNQI powder	source	WikiPedia
Black medicine SHUNQI powder	belongTo	drug
Gatifloxacin Lactate sodium chloride injection	source	WikiPedia
Gatifloxacin Lactate sodium chloride injection	belongTo	drug
Gatifloxacin Lactate sodium chloride injection	source	hudongbaike
Shengji powder	source	hudongbaike
Shengji powder	source	WikiPedia
Shengji powder	belongTo	drug
Glipizide orally disintegrating tablets	source	WikiPedia
Glipizide orally disintegrating tablets	belongTo	drug
Glipizide orally disintegrating tablets	source	hudongbaike
Changchun Bao Wan	source	hudongbaike
Changchun Bao Wan	source	WikiPedia
Changchun Bao Wan	belongTo	drug
Lead indole	source	hudongbaike
Lead indole	belongTo	drug
Lead indole	source	WikiPedia
Jiulong Huafeng pill	belongTo	drug
Jiulong Huafeng pill	source	WikiPedia
Jiulong Huafeng pill	source	hudongbaike
Prednisone tablet	source	hudongbaike
Prednisone tablet	source	WikiPedia
Prednisone tablet	belongTo	drug
Lanzu youdingqing antibacterial agent	source	hudongbaike
Lanzu youdingqing antibacterial agent	belongTo	drug
Lanzu youdingqing antibacterial agent	source	WikiPedia
Guanxindanshen granules	belongTo	drug
Guanxindanshen granules	source	hudongbaike
Guanxindanshen granules	source	WikiPedia
Shensanqishangyao powder	source	hudongbaike
Shensanqishangyao powder	belongTo	drug
Shensanqishangyao powder	source	WikiPedia
Asarone capsule	source	hudongbaike
Asarone capsule	belongTo	drug
Asarone capsule	source	WikiPedia
Urapidil sustained release capsule	source	WikiPedia
Urapidil sustained release capsule	belongTo	drug
Urapidil sustained release capsule	source	hudongbaike
Chlorine press	belongTo	drug
Chlorine press	source	hudongbaike
Chlorine press	source	WikiPedia
Guben suojing pill	belongTo	drug
Guben suojing pill	source	WikiPedia
Guben suojing pill	source	hudongbaike
Ke Xie min pill	source	hudongbaike
Ke Xie min pill	source	WikiPedia
Ke Xie min pill	belongTo	drug
Potassium magnesium aspartate	source	WikiPedia
Potassium magnesium aspartate	source	hudongbaike
Potassium magnesium aspartate	belongTo	drug
Tongluo Huoxue pill	belongTo	drug
Tongluo Huoxue pill	source	hudongbaike
Tongluo Huoxue pill	source	WikiPedia
Hemiplegia Fuyuan pill	source	hudongbaike
Hemiplegia Fuyuan pill	belongTo	drug
Hemiplegia Fuyuan pill	source	WikiPedia
Chrysanthemum tea powder	source	WikiPedia
Chrysanthemum tea powder	belongTo	drug
Chrysanthemum tea powder	source	hudongbaike
Fu Bao granule	source	WikiPedia
Fu Bao granule	belongTo	drug
Fu Bao granule	source	hudongbaike
Zanthoxylum Zanthoxylum salt	belongTo	drug
Zanthoxylum Zanthoxylum salt	source	WikiPedia
Zanthoxylum Zanthoxylum salt	source	hudongbaike
Zanthoxylum Zanthoxylum salt	prescription drugs	Over-the-counter drugs
Infantile amber pill	belongTo	drug
Infantile amber pill	source	hudongbaike
Infantile amber pill	source	WikiPedia
Atracurium besylate injection	belongTo	drug
Atracurium besylate injection	source	WikiPedia
Atracurium besylate injection	source	hudongbaike
Natural baojingai fish oil ball	source	hudongbaike
Natural baojingai fish oil ball	source	WikiPedia
Natural baojingai fish oil ball	belongTo	drug
Alunite Xiaolei powder	belongTo	drug
Alunite Xiaolei powder	source	WikiPedia
Alunite Xiaolei powder	source	hudongbaike
Irbesartan hydrochlorothiazide tablets	source	WikiPedia
Irbesartan hydrochlorothiazide tablets	source	hudongbaike
Irbesartan hydrochlorothiazide tablets	belongTo	drug
Nose sensitive pill	belongTo	drug
Nose sensitive pill	source	WikiPedia
Nose sensitive pill	source	hudongbaike
Drunk black	belongTo	drug
Drunk black	source	WikiPedia
Drunk black	source	hudongbaike
Anti sensitive effervescent tablet	belongTo	drug
Anti sensitive effervescent tablet	source	WikiPedia
Anti sensitive effervescent tablet	source	hudongbaike
Qingre xingnaoling tablet	source	hudongbaike
Qingre xingnaoling tablet	belongTo	drug
Qingre xingnaoling tablet	source	WikiPedia
Cyanphenidate	prescription drugs	Over-the-counter drugs
Cyanphenidate	belongTo	drug
Cyanphenidate	source	hudongbaike
Cyanphenidate	source	WikiPedia
Female winner	source	WikiPedia
Female winner	belongTo	drug
Female winner	dosage	Oral administration
Female winner	source	hudongbaike
Solid earth vehicle water pill	source	hudongbaike
Solid earth vehicle water pill	source	WikiPedia
Solid earth vehicle water pill	belongTo	drug
Dyclonine	source	hudongbaike
Dyclonine	belongTo	drug
Dyclonine	source	WikiPedia
Acetylmedicin tablets	source	hudongbaike
Acetylmedicin tablets	source	WikiPedia
Acetylmedicin tablets	belongTo	drug
Ant	dosage	Swallow up
Ant	source	WikiPedia
Ant	belongTo	drug
Ant	source	hudongbaike
Magnesium Aluminum	source	WikiPedia
Magnesium Aluminum	source	hudongbaike
Magnesium Aluminum	belongTo	drug
Magnesium Aluminum	prescription drugs	Over-the-counter drugs
Compound Diphenhydramine Clomiphene	source	hudongbaike
Compound Diphenhydramine Clomiphene	belongTo	drug
Compound Diphenhydramine Clomiphene	source	WikiPedia
Tolcapone Tablets	belongTo	drug
Tolcapone Tablets	source	hudongbaike
Tolcapone Tablets	source	WikiPedia
Two Qu San	source	WikiPedia
Two Qu San	belongTo	drug
Two Qu San	source	hudongbaike
Xianlingpi chewable tablet	belongTo	drug
Xianlingpi chewable tablet	source	hudongbaike
Xianlingpi chewable tablet	source	WikiPedia
Snake tongue plant tea	belongTo	drug
Snake tongue plant tea	source	hudongbaike
Snake tongue plant tea	source	WikiPedia
Traumatic hormone	source	hudongbaike
Traumatic hormone	source	WikiPedia
Traumatic hormone	belongTo	drug
Tranquilizing agent	source	WikiPedia
Tranquilizing agent	source	hudongbaike
Tranquilizing agent	belongTo	drug
Kai Gong pill	source	hudongbaike
Kai Gong pill	source	WikiPedia
Kai Gong pill	belongTo	drug
Kai Gong pill	prescription drugs	Over-the-counter drugs
Bikini depilation	belongTo	drug
Bikini depilation	source	hudongbaike
Bikini depilation	source	WikiPedia
Vitamin Bc	source	hudongbaike
Vitamin Bc	source	WikiPedia
Vitamin Bc	belongTo	drug
Vitamin Bc	prescription drugs	Over-the-counter drugs
Xijiao Huadu pill	source	WikiPedia
Xijiao Huadu pill	belongTo	drug
Xijiao Huadu pill	source	hudongbaike
BAOYING Huaihua powder	source	hudongbaike
BAOYING Huaihua powder	source	WikiPedia
BAOYING Huaihua powder	belongTo	drug
Huang Lian Qing Ge Wan	source	WikiPedia
Huang Lian Qing Ge Wan	belongTo	drug
Huang Lian Qing Ge Wan	source	hudongbaike
Anti rheumatic liquid	source	WikiPedia
Anti rheumatic liquid	belongTo	drug
Anti rheumatic liquid	source	hudongbaike
Xin Shu Ning	source	hudongbaike
Xin Shu Ning	belongTo	drug
Xin Shu Ning	source	WikiPedia
Ganmao cough granules	source	WikiPedia
Ganmao cough granules	source	hudongbaike
Ganmao cough granules	belongTo	drug
Babu powder	source	WikiPedia
Babu powder	source	hudongbaike
Babu powder	belongTo	drug
